date,value,category
2012-06-04,683,C2
2012-06-03,687,C2
2012-06-02,561,C3
2012-06-01,143,C4
2012-05-31,916,C1
2012-05-30,748,C1
2012-05-29,291,C3
2012-05-28,44,C2
2012-05-27,633,C3
2012-05-26,454,C2
2012-05-25,278,C3
2012-05-24,285,C3
2012-05-23,311,C1
2012-05-22,461,C2
2012-05-21,650,C2
2012-05-20,733,C1
2012-05-19,575,C1
2012-05-18,154,C1
2012-05-17,49,C3
2012-05-16,984,C4
2012-05-15,371,C4
2012-05-14,512,C1
2012-05-13,388,C3
2012-05-12,107,C3
2012-05-11,73,C1
2012-05-10,856,C3
2012-05-09,693,C3
2012-05-08,351,C3
2012-05-07,239,C1
2012-05-06,132,C1
2012-05-05,530,C3
2012-05-04,204,C2
2012-05-03,764,C3
2012-05-02,43,C3
2012-05-01,279,C2
2012-04-30,969,C3
2012-04-29,627,C2
2012-04-28,803,C1
2012-04-27,623,C3
2012-04-26,364,C2
2012-04-25,258,C3
2012-04-24,988,C2
2012-04-23,196,C3
2012-04-22,596,C4
2012-04-21,60,C2
2012-04-20,67,C1
2012-04-19,985,C3
2012-04-18,158,C1
2012-04-17,473,C1
2012-04-16,424,C4
2012-04-15,807,C3
2012-04-14,972,C2
2012-04-13,976,C2
2012-04-12,252,C4
2012-04-11,510,C4
2012-04-10,833,C4
2012-04-09,812,C3
2012-04-08,849,C2
2012-04-07,854,C3
2012-04-06,336,C3
2012-04-05,106,C3
2012-04-04,677,C2
2012-04-03,491,C2
2012-04-02,491,C3
2012-04-01,909,C3
2012-03-31,401,C4
2012-03-30,788,C2
2012-03-29,995,C4
2012-03-28,690,C1
2012-03-27,667,C2
2012-03-26,388,C3
2012-03-25,263,C1
2012-03-24,473,C4
2012-03-23,183,C2
2012-03-22,326,C3
2012-03-21,226,C4
2012-03-20,448,C3
2012-03-19,251,C2
2012-03-18,888,C1
2012-03-17,42,C4
2012-03-16,764,C1
2012-03-15,875,C3
2012-03-14,763,C2
2012-03-13,290,C4
2012-03-12,851,C1
2012-03-11,534,C2
2012-03-10,262,C2
2012-03-09,343,C1
2012-03-08,565,C4
2012-03-07,498,C3
2012-03-06,110,C2
2012-03-05,817,C3
2012-03-04,907,C2
2012-03-03,385,C4
2012-03-02,454,C2
2012-03-01,863,C3
2012-02-29,244,C1
2012-02-28,80,C4
2012-02-27,649,C2
2012-02-26,15,C1
2012-02-25,166,C2
2012-02-24,179,C3
2012-02-23,32,C3
2012-02-22,29,C1
2012-02-21,863,C2
2012-02-20,59,C3
2012-02-19,401,C1
2012-02-18,864,C4
2012-02-17,715,C3
2012-02-16,55,C2
2012-02-15,652,C3
2012-02-14,69,C4
2012-02-13,780,C4
2012-02-12,864,C4
2012-02-11,39,C3
2012-02-10,154,C2
2012-02-09,354,C4
2012-02-08,366,C1
2012-02-07,994,C3
2012-02-06,341,C3
2012-02-05,54,C3
2012-02-04,353,C1
2012-02-03,785,C3
2012-02-02,571,C3
2012-02-01,135,C2
2012-01-31,817,C2
2012-01-30,305,C1
2012-01-29,730,C2
2012-01-28,332,C2
2012-01-27,929,C2
2012-01-26,296,C3
2012-01-25,495,C2
2012-01-24,150,C4
2012-01-23,642,C1
2012-01-22,122,C3
2012-01-21,632,C3
2012-01-20,382,C1
2012-01-19,151,C1
2012-01-18,386,C4
2012-01-17,856,C1
2012-01-16,649,C2
2012-01-15,872,C2
2012-01-14,968,C3
2012-01-13,616,C2
2012-01-12,189,C1
2012-01-11,744,C1
2012-01-10,258,C3
2012-01-09,243,C4
2012-01-08,255,C2
2012-01-07,34,C3
2012-01-06,690,C3
2012-01-05,411,C2
2012-01-04,352,C3
2012-01-03,21,C4
2012-01-02,611,C1
2012-01-01,196,C3
2011-12-31,616,C2
2011-12-30,350,C1
2011-12-29,662,C1
2011-12-28,909,C3
2011-12-27,923,C1
2011-12-26,867,C1
2011-12-25,793,C2
2011-12-24,462,C1
2011-12-23,210,C4
2011-12-22,456,C3
2011-12-21,668,C1
2011-12-20,308,C4
2011-12-19,915,C4
2011-12-18,332,C3
2011-12-17,808,C2
2011-12-16,747,C1
2011-12-15,407,C4
2011-12-14,51,C1
2011-12-13,321,C2
2011-12-12,499,C1
2011-12-11,810,C1
2011-12-10,875,C4
2011-12-09,500,C2
2011-12-08,99,C2
2011-12-07,429,C1
2011-12-06,961,C3
2011-12-05,313,C1
2011-12-04,926,C2
2011-12-03,36,C4
2011-12-02,834,C3
2011-12-01,173,C1
2011-11-30,957,C3
2011-11-29,669,C1
2011-11-28,145,C3
2011-11-27,69,C3
2011-11-26,259,C2
2011-11-25,981,C1
2011-11-24,636,C3
2011-11-23,541,C4
2011-11-22,245,C2
2011-11-21,368,C3
2011-11-20,413,C2
2011-11-19,56,C1
2011-11-18,894,C2
2011-11-17,214,C2
2011-11-16,298,C3
2011-11-15,58,C3
2011-11-14,562,C1
2011-11-13,370,C4
2011-11-12,528,C2
2011-11-11,510,C1
2011-11-10,94,C4
2011-11-09,208,C4
2011-11-08,404,C3
2011-11-07,99,C3
2011-11-06,549,C4
2011-11-05,863,C4
2011-11-04,496,C3
2011-11-03,270,C3
2011-11-02,188,C1
2011-11-01,213,C2
2011-10-31,332,C1
2011-10-30,540,C2
2011-10-29,66,C3
2011-10-28,817,C3
2011-10-27,342,C2
2011-10-26,71,C1
2011-10-25,715,C2
2011-10-24,753,C2
2011-10-23,186,C4
2011-10-22,158,C3
2011-10-21,281,C1
2011-10-20,470,C3
2011-10-19,457,C1
2011-10-18,403,C1
2011-10-17,417,C1
2011-10-16,539,C3
2011-10-15,577,C2
2011-10-14,134,C4
2011-10-13,751,C1
2011-10-12,170,C1
2011-10-11,409,C4
2011-10-10,608,C1
2011-10-09,753,C3
2011-10-08,172,C2
2011-10-07,90,C1
2011-10-06,203,C3
2011-10-05,288,C4
2011-10-04,236,C1
2011-10-03,489,C4
2011-10-02,729,C3
2011-10-01,519,C1
2011-09-30,692,C4
2011-09-29,479,C1
2011-09-28,362,C3
2011-09-27,178,C2
2011-09-26,985,C3
2011-09-25,484,C2
2011-09-24,863,C2
2011-09-23,315,C1
2011-09-22,20,C1
2011-09-21,396,C4
2011-09-20,828,C4
2011-09-19,454,C3
2011-09-18,535,C3
2011-09-17,621,C3
2011-09-16,327,C3
2011-09-15,299,C1
2011-09-14,81,C4
2011-09-13,816,C4
2011-09-12,899,C3
2011-09-11,743,C1
2011-09-10,472,C2
2011-09-09,460,C2
2011-09-08,382,C1
2011-09-07,590,C4
2011-09-06,991,C3
2011-09-05,485,C2
2011-09-04,667,C4
2011-09-03,499,C2
2011-09-02,926,C1
2011-09-01,504,C2
2011-08-31,111,C1
2011-08-30,952,C4
2011-08-29,511,C1
2011-08-28,287,C1
2011-08-27,237,C3
2011-08-26,431,C2
2011-08-25,424,C4
2011-08-24,782,C1
2011-08-23,411,C3
2011-08-22,656,C3
2011-08-21,833,C2
2011-08-20,706,C4
2011-08-19,932,C3
2011-08-18,556,C3
2011-08-17,407,C3
2011-08-16,90,C2
2011-08-15,418,C3
2011-08-14,371,C1
2011-08-13,253,C2
2011-08-12,263,C4
2011-08-11,876,C1
2011-08-10,134,C4
2011-08-09,303,C1
2011-08-08,924,C4
2011-08-07,275,C1
2011-08-06,639,C2
2011-08-05,149,C4
2011-08-04,145,C1
2011-08-03,602,C2
2011-08-02,974,C2
2011-08-01,695,C3
2011-07-31,205,C1
2011-07-30,840,C1
2011-07-29,542,C2
2011-07-28,433,C3
2011-07-27,386,C3
2011-07-26,375,C4
2011-07-25,151,C1
2011-07-24,450,C3
2011-07-23,497,C4
2011-07-22,523,C4
2011-07-21,173,C2
2011-07-20,464,C1
2011-07-19,646,C1
2011-07-18,238,C4
2011-07-17,216,C1
2011-07-16,58,C3
2011-07-15,652,C3
2011-07-14,512,C3
2011-07-13,210,C1
2011-07-12,904,C2
2011-07-11,281,C3
2011-07-10,612,C2
2011-07-09,940,C4
2011-07-08,777,C2
2011-07-07,456,C4
2011-07-06,271,C4
2011-07-05,543,C2
2011-07-04,89,C2
2011-07-03,841,C2
2011-07-02,934,C1
2011-07-01,169,C4
2011-06-30,321,C3
2011-06-29,570,C3
2011-06-28,939,C4
2011-06-27,746,C3
2011-06-26,347,C3
2011-06-25,359,C4
2011-06-24,641,C1
2011-06-23,33,C2
2011-06-22,665,C1
2011-06-21,725,C3
2011-06-20,112,C2
2011-06-19,306,C2
2011-06-18,479,C4
2011-06-17,712,C1
2011-06-16,366,C4
2011-06-15,397,C1
2011-06-14,931,C4
2011-06-13,745,C1
2011-06-12,352,C4
2011-06-11,183,C1
2011-06-10,934,C1
2011-06-09,503,C3
2011-06-08,198,C2
2011-06-07,434,C4
2011-06-06,427,C4
2011-06-05,187,C4
2011-06-04,471,C4
2011-06-03,168,C1
2011-06-02,795,C4
2011-06-01,346,C3
2011-05-31,275,C1
2011-05-30,584,C1
2011-05-29,462,C1
2011-05-28,443,C3
2011-05-27,790,C2
2011-05-26,878,C2
2011-05-25,840,C2
2011-05-24,374,C3
2011-05-23,516,C3
2011-05-22,759,C2
2011-05-21,619,C2
2011-05-20,971,C3
2011-05-19,537,C3
2011-05-18,502,C2
2011-05-17,485,C2
2011-05-16,947,C3
2011-05-15,363,C1
2011-05-14,815,C3
2011-05-13,520,C2
2011-05-12,756,C3
2011-05-11,753,C3
2011-05-10,369,C4
2011-05-09,373,C4
2011-05-08,829,C4
2011-05-07,888,C4
2011-05-06,41,C1
2011-05-05,941,C3
2011-05-04,17,C3
2011-05-03,246,C3
2011-05-02,68,C1
2011-05-01,879,C3
2011-04-30,106,C2
2011-04-29,457,C2
2011-04-28,699,C1
2011-04-27,175,C3
2011-04-26,987,C3
2011-04-25,628,C4
2011-04-24,774,C2
2011-04-23,166,C1
2011-04-22,330,C3
2011-04-21,931,C4
2011-04-20,163,C4
2011-04-19,649,C2
2011-04-18,741,C1
2011-04-17,881,C4
2011-04-16,391,C4
2011-04-15,213,C1
2011-04-14,665,C3
2011-04-13,663,C1
2011-04-12,488,C4
2011-04-11,791,C1
2011-04-10,548,C3
2011-04-09,984,C1
2011-04-08,317,C4
2011-04-07,384,C3
2011-04-06,351,C4
2011-04-05,932,C4
2011-04-04,170,C4
2011-04-03,699,C4
2011-04-02,67,C1
2011-04-01,532,C1
2011-03-31,173,C2
2011-03-30,853,C2
2011-03-29,419,C1
2011-03-28,744,C3
2011-03-27,107,C4
2011-03-26,143,C3
2011-03-25,708,C4
2011-03-24,491,C4
2011-03-23,662,C1
2011-03-22,376,C3
2011-03-21,706,C3
2011-03-20,399,C4
2011-03-19,897,C2
2011-03-18,68,C3
2011-03-17,248,C3
2011-03-16,896,C4
2011-03-15,740,C1
2011-03-14,868,C3
2011-03-13,562,C4
2011-03-12,473,C4
2011-03-11,389,C4
2011-03-10,204,C2
2011-03-09,883,C4
2011-03-08,467,C4
2011-03-07,979,C1
2011-03-06,909,C1
2011-03-05,18,C1
2011-03-04,935,C3
2011-03-03,339,C1
2011-03-02,207,C1
2011-03-01,551,C3
2011-02-28,650,C2
2011-02-27,642,C3
2011-02-26,180,C4
2011-02-25,884,C2
2011-02-24,951,C2
2011-02-23,321,C3
2011-02-22,734,C3
2011-02-21,455,C1
2011-02-20,191,C3
2011-02-19,200,C2
2011-02-18,819,C2
2011-02-17,327,C2
2011-02-16,693,C3
2011-02-15,367,C2
2011-02-14,533,C3
2011-02-13,980,C3
2011-02-12,485,C3
2011-02-11,403,C4
2011-02-10,502,C1
2011-02-09,878,C3
2011-02-08,297,C1
2011-02-07,533,C4
2011-02-06,888,C4
2011-02-05,876,C1
2011-02-04,290,C2
2011-02-03,129,C1
2011-02-02,188,C4
2011-02-01,966,C2
2011-01-31,827,C2
2011-01-30,790,C1
2011-01-29,418,C1
2011-01-28,60,C2
2011-01-27,816,C3
2011-01-26,348,C1
2011-01-25,69,C1
2011-01-24,402,C1
2011-01-23,510,C1
2011-01-22,883,C1
2011-01-21,452,C4
2011-01-20,438,C1
2011-01-19,958,C3
2011-01-18,488,C3
2011-01-17,484,C4
2011-01-16,360,C1
2011-01-15,649,C2
2011-01-14,956,C3
2011-01-13,481,C2
2011-01-12,142,C2
2011-01-11,174,C3
2011-01-10,771,C4
2011-01-09,517,C3
2011-01-08,766,C3
2011-01-07,722,C4
2011-01-06,619,C3
2011-01-05,48,C4
2011-01-04,788,C4
2011-01-03,880,C1
2011-01-02,376,C1
2011-01-01,227,C3
2010-12-31,460,C4
2010-12-30,967,C3
2010-12-29,785,C2
2010-12-28,766,C4
2010-12-27,460,C3
2010-12-26,245,C3
2010-12-25,493,C4
2010-12-24,382,C3
2010-12-23,63,C1
2010-12-22,80,C2
2010-12-21,260,C1
2010-12-20,310,C3
2010-12-19,250,C2
2010-12-18,721,C1
2010-12-17,953,C4
2010-12-16,272,C1
2010-12-15,28,C1
2010-12-14,509,C3
2010-12-13,936,C3
2010-12-12,800,C1
2010-12-11,369,C1
2010-12-10,160,C1
2010-12-09,65,C4
2010-12-08,748,C2
2010-12-07,217,C4
2010-12-06,759,C3
2010-12-05,18,C4
2010-12-04,352,C3
2010-12-03,746,C4
2010-12-02,881,C3
2010-12-01,753,C2
2010-11-30,79,C2
2010-11-29,582,C1
2010-11-28,893,C1
2010-11-27,186,C1
2010-11-26,457,C2
2010-11-25,618,C3
2010-11-24,221,C1
2010-11-23,358,C3
2010-11-22,971,C2
2010-11-21,884,C1
2010-11-20,207,C3
2010-11-19,146,C1
2010-11-18,696,C3
2010-11-17,483,C4
2010-11-16,527,C2
2010-11-15,724,C3
2010-11-14,696,C1
2010-11-13,88,C2
2010-11-12,301,C4
2010-11-11,614,C4
2010-11-10,744,C1
2010-11-09,584,C4
2010-11-08,612,C3
2010-11-07,955,C1
2010-11-06,183,C1
2010-11-05,982,C1
2010-11-04,490,C4
2010-11-03,30,C4
2010-11-02,847,C2
2010-11-01,558,C2
2010-10-31,689,C3
2010-10-30,641,C2
2010-10-29,645,C2
2010-10-28,815,C2
2010-10-27,543,C1
2010-10-26,940,C1
2010-10-25,376,C4
2010-10-24,98,C4
2010-10-23,176,C2
2010-10-22,882,C4
2010-10-21,830,C3
2010-10-20,970,C1
2010-10-19,556,C2
2010-10-18,107,C4
2010-10-17,666,C2
2010-10-16,738,C2
2010-10-15,333,C1
2010-10-14,837,C2
2010-10-13,813,C1
2010-10-12,720,C1
2010-10-11,721,C4
2010-10-10,138,C4
2010-10-09,897,C4
2010-10-08,594,C3
2010-10-07,706,C3
2010-10-06,256,C2
2010-10-05,954,C4
2010-10-04,789,C2
2010-10-03,226,C2
2010-10-02,700,C2
2010-10-01,527,C2
2010-09-30,70,C1
2010-09-29,110,C4
2010-09-28,782,C3
2010-09-27,167,C4
2010-09-26,348,C1
2010-09-25,300,C2
2010-09-24,52,C2
2010-09-23,362,C2
2010-09-22,572,C2
2010-09-21,117,C2
2010-09-20,56,C4
2010-09-19,550,C4
2010-09-18,637,C3
2010-09-17,719,C3
2010-09-16,806,C1
2010-09-15,283,C4
2010-09-14,540,C2
2010-09-13,845,C3
2010-09-12,512,C1
2010-09-11,947,C1
2010-09-10,931,C2
2010-09-09,290,C4
2010-09-08,415,C2
2010-09-07,940,C3
2010-09-06,160,C2
2010-09-05,686,C2
2010-09-04,841,C1
2010-09-03,67,C3
2010-09-02,101,C1
2010-09-01,325,C4
2010-08-31,797,C3
2010-08-30,101,C1
2010-08-29,481,C3
2010-08-28,557,C4
2010-08-27,790,C1
2010-08-26,269,C4
2010-08-25,796,C4
2010-08-24,618,C1
2010-08-23,883,C3
2010-08-22,917,C4
2010-08-21,168,C3
2010-08-20,148,C1
2010-08-19,97,C3
2010-08-18,82,C3
2010-08-17,890,C1
2010-08-16,39,C3
2010-08-15,510,C3
2010-08-14,574,C3
2010-08-13,274,C3
2010-08-12,564,C4
2010-08-11,16,C3
2010-08-10,163,C3
2010-08-09,825,C1
2010-08-08,238,C2
2010-08-07,670,C2
2010-08-06,143,C4
2010-08-05,359,C2
2010-08-04,427,C1
2010-08-03,779,C2
2010-08-02,497,C3
2010-08-01,336,C3
2010-07-31,877,C1
2010-07-30,16,C4
2010-07-29,938,C3
2010-07-28,76,C3
2010-07-27,960,C2
2010-07-26,577,C4
2010-07-25,766,C1
2010-07-24,231,C3
2010-07-23,356,C1
2010-07-22,652,C3
2010-07-21,320,C1
2010-07-20,539,C4
2010-07-19,51,C1
2010-07-18,104,C3
2010-07-17,40,C2
2010-07-16,181,C3
2010-07-15,224,C2
2010-07-14,42,C1
2010-07-13,584,C4
2010-07-12,943,C3
2010-07-11,287,C2
2010-07-10,376,C1
2010-07-09,157,C2
2010-07-08,780,C4
2010-07-07,379,C1
2010-07-06,219,C3
2010-07-05,912,C3
2010-07-04,849,C2
2010-07-03,266,C3
2010-07-02,458,C1
2010-07-01,689,C2
2010-06-30,285,C1
2010-06-29,521,C3
2010-06-28,645,C4
2010-06-27,733,C1
2010-06-26,165,C3
2010-06-25,567,C2
2010-06-24,651,C3
2010-06-23,54,C4
2010-06-22,27,C4
2010-06-21,865,C4
2010-06-20,983,C4
2010-06-19,976,C4
2010-06-18,58,C1
2010-06-17,977,C1
2010-06-16,312,C2
2010-06-15,915,C4
2010-06-14,667,C3
2010-06-13,900,C4
2010-06-12,853,C1
2010-06-11,908,C4
2010-06-10,776,C2
2010-06-09,980,C2
2010-06-08,643,C3
2010-06-07,671,C1
2010-06-06,243,C2
2010-06-05,523,C2
2010-06-04,253,C3
2010-06-03,178,C1
2010-06-02,686,C2
2010-06-01,655,C3
2010-05-31,706,C3
2010-05-30,768,C4
2010-05-29,733,C3
2010-05-28,659,C3
2010-05-27,292,C3
2010-05-26,626,C3
2010-05-25,458,C2
2010-05-24,65,C4
2010-05-23,919,C4
2010-05-22,581,C1
2010-05-21,23,C2
2010-05-20,450,C4
2010-05-19,588,C4
2010-05-18,774,C1
2010-05-17,741,C1
2010-05-16,625,C1
2010-05-15,981,C2
2010-05-14,712,C4
2010-05-13,408,C4
2010-05-12,541,C2
2010-05-11,157,C4
2010-05-10,615,C3
2010-05-09,362,C2
2010-05-08,172,C1
2010-05-07,815,C3
2010-05-06,206,C4
2010-05-05,219,C2
2010-05-04,15,C3
2010-05-03,491,C3
2010-05-02,197,C2
2010-05-01,604,C3
2010-04-30,359,C4
2010-04-29,229,C4
2010-04-28,278,C3
2010-04-27,48,C1
2010-04-26,228,C3
2010-04-25,673,C3
2010-04-24,118,C4
2010-04-23,401,C3
2010-04-22,602,C2
2010-04-21,393,C2
2010-04-20,359,C1
2010-04-19,416,C3
2010-04-18,340,C4
2010-04-17,403,C1
2010-04-16,212,C3
2010-04-15,528,C1
2010-04-14,935,C3
2010-04-13,303,C3
2010-04-12,991,C4
2010-04-11,135,C2
2010-04-10,319,C2
2010-04-09,867,C4
2010-04-08,672,C4
2010-04-07,426,C1
2010-04-06,247,C3
2010-04-05,924,C1
2010-04-04,777,C2
2010-04-03,206,C2
2010-04-02,646,C2
2010-04-01,130,C1
2010-03-31,92,C3
2010-03-30,413,C3
2010-03-29,823,C3
2010-03-28,312,C2
2010-03-27,603,C2
2010-03-26,844,C4
2010-03-25,430,C3
2010-03-24,263,C4
2010-03-23,478,C2
2010-03-22,513,C4
2010-03-21,55,C2
2010-03-20,11,C3
2010-03-19,767,C1
2010-03-18,831,C3
2010-03-17,669,C2
2010-03-16,778,C1
2010-03-15,789,C2
2010-03-14,744,C1
2010-03-13,740,C4
2010-03-12,109,C4
2010-03-11,801,C3
2010-03-10,392,C4
2010-03-09,583,C2
2010-03-08,212,C2
2010-03-07,552,C2
2010-03-06,97,C3
2010-03-05,75,C4
2010-03-04,536,C4
2010-03-03,16,C3
2010-03-02,122,C4
2010-03-01,15,C3
2010-02-28,776,C2
2010-02-27,899,C2
2010-02-26,458,C3
2010-02-25,423,C1
2010-02-24,158,C4
2010-02-23,447,C4
2010-02-22,58,C3
2010-02-21,241,C3
2010-02-20,732,C1
2010-02-19,758,C2
2010-02-18,197,C1
2010-02-17,579,C4
2010-02-16,367,C3
2010-02-15,412,C3
2010-02-14,618,C2
2010-02-13,627,C1
2010-02-12,178,C2
2010-02-11,908,C1
2010-02-10,508,C3
2010-02-09,723,C3
2010-02-08,861,C1
2010-02-07,509,C3
2010-02-06,656,C2
2010-02-05,259,C3
2010-02-04,445,C2
2010-02-03,566,C3
2010-02-02,528,C1
2010-02-01,444,C1
2010-01-31,952,C1
2010-01-30,485,C4
2010-01-29,821,C4
2010-01-28,317,C2
2010-01-27,259,C1
2010-01-26,417,C4
2010-01-25,277,C4
2010-01-24,289,C1
2010-01-23,908,C1
2010-01-22,879,C2
2010-01-21,36,C3
2010-01-20,21,C2
2010-01-19,646,C4
2010-01-18,405,C3
2010-01-17,622,C1
2010-01-16,291,C3
2010-01-15,208,C3
2010-01-14,138,C3
2010-01-13,965,C4
2010-01-12,946,C4
2010-01-11,107,C2
2010-01-10,132,C3
2010-01-09,305,C2
2010-01-08,999,C1
2010-01-07,719,C2
2010-01-06,926,C3
2010-01-05,229,C4
2010-01-04,708,C2
2010-01-03,972,C1
2010-01-02,359,C1
2010-01-01,837,C2
2009-12-31,648,C4
2009-12-30,943,C4
2009-12-29,743,C4
2009-12-28,309,C1
2009-12-27,42,C3
2009-12-26,594,C3
2009-12-25,553,C3
2009-12-24,770,C3
2009-12-23,491,C1
2009-12-22,629,C1
2009-12-21,979,C2
2009-12-20,706,C4
2009-12-19,648,C3
2009-12-18,946,C1
2009-12-17,408,C4
2009-12-16,889,C2
2009-12-15,874,C1
2009-12-14,171,C3
2009-12-13,168,C3
2009-12-12,448,C1
2009-12-11,51,C1
2009-12-10,875,C1
2009-12-09,983,C4
2009-12-08,681,C4
2009-12-07,428,C1
2009-12-06,84,C2
2009-12-05,682,C4
2009-12-04,364,C4
2009-12-03,136,C3
2009-12-02,732,C2
2009-12-01,896,C1
2009-11-30,693,C2
2009-11-29,620,C2
2009-11-28,239,C3
2009-11-27,276,C4
2009-11-26,926,C2
2009-11-25,356,C1
2009-11-24,931,C4
2009-11-23,944,C4
2009-11-22,998,C1
2009-11-21,853,C2
2009-11-20,856,C2
2009-11-19,96,C4
2009-11-18,502,C3
2009-11-17,965,C3
2009-11-16,830,C1
2009-11-15,995,C3
2009-11-14,527,C2
2009-11-13,330,C2
2009-11-12,944,C4
2009-11-11,430,C1
2009-11-10,811,C3
2009-11-09,305,C3
2009-11-08,516,C1
2009-11-07,333,C2
2009-11-06,94,C3
2009-11-05,824,C2
2009-11-04,894,C2
2009-11-03,718,C4
2009-11-02,508,C4
2009-11-01,891,C2
2009-10-31,883,C1
2009-10-30,68,C3
2009-10-29,972,C2
2009-10-28,624,C1
2009-10-27,161,C4
2009-10-26,221,C2
2009-10-25,201,C2
2009-10-24,803,C3
2009-10-23,553,C3
2009-10-22,965,C1
2009-10-21,292,C2
2009-10-20,816,C2
2009-10-19,66,C2
2009-10-18,802,C3
2009-10-17,652,C1
2009-10-16,888,C2
2009-10-15,438,C3
2009-10-14,916,C2
2009-10-13,548,C4
2009-10-12,266,C1
2009-10-11,251,C4
2009-10-10,447,C2
2009-10-09,775,C4
2009-10-08,694,C3
2009-10-07,596,C3
2009-10-06,897,C3
2009-10-05,30,C1
2009-10-04,159,C1
2009-10-03,492,C1
2009-10-02,183,C4
2009-10-01,401,C1
2009-09-30,767,C1
2009-09-29,302,C4
2009-09-28,172,C3
2009-09-27,338,C3
2009-09-26,552,C3
2009-09-25,719,C2
2009-09-24,305,C3
2009-09-23,43,C1
2009-09-22,194,C4
2009-09-21,446,C2
2009-09-20,675,C4
2009-09-19,266,C4
2009-09-18,699,C1
2009-09-17,673,C3
2009-09-16,105,C1
2009-09-15,570,C4
2009-09-14,608,C1
2009-09-13,988,C2
2009-09-12,600,C1
2009-09-11,758,C4
2009-09-10,105,C4
2009-09-09,994,C1
2009-09-08,405,C4
2009-09-07,990,C3
2009-09-06,967,C2
2009-09-05,62,C3
2009-09-04,623,C2
2009-09-03,455,C2
2009-09-02,172,C1
2009-09-01,86,C2
2009-08-31,660,C4
2009-08-30,590,C4
2009-08-29,543,C2
2009-08-28,873,C1
2009-08-27,726,C4
2009-08-26,191,C2
2009-08-25,683,C1
2009-08-24,321,C3
2009-08-23,472,C3
2009-08-22,882,C1
2009-08-21,347,C4
2009-08-20,135,C4
2009-08-19,843,C2
2009-08-18,206,C4
2009-08-17,34,C2
2009-08-16,964,C4
2009-08-15,523,C2
2009-08-14,176,C3
2009-08-13,221,C1
2009-08-12,807,C3
2009-08-11,368,C4
2009-08-10,340,C2
2009-08-09,418,C4
2009-08-08,49,C2
2009-08-07,862,C4
2009-08-06,672,C3
2009-08-05,893,C2
2009-08-04,58,C1
2009-08-03,583,C1
2009-08-02,744,C3
2009-08-01,345,C3
2009-07-31,209,C2
2009-07-30,54,C2
2009-07-29,474,C2
2009-07-28,670,C4
2009-07-27,60,C4
2009-07-26,648,C1
2009-07-25,778,C1
2009-07-24,743,C3
2009-07-23,305,C4
2009-07-22,721,C4
2009-07-21,328,C1
2009-07-20,829,C2
2009-07-19,865,C3
2009-07-18,750,C2
2009-07-17,862,C3
2009-07-16,858,C4
2009-07-15,734,C2
2009-07-14,555,C4
2009-07-13,374,C3
2009-07-12,439,C3
2009-07-11,988,C1
2009-07-10,327,C3
2009-07-09,234,C4
2009-07-08,404,C4
2009-07-07,523,C2
2009-07-06,810,C4
2009-07-05,492,C1
2009-07-04,469,C1
2009-07-03,783,C4
2009-07-02,52,C4
2009-07-01,227,C3
2009-06-30,760,C3
2009-06-29,757,C2
2009-06-28,768,C2
2009-06-27,970,C3
2009-06-26,704,C4
2009-06-25,879,C2
2009-06-24,924,C3
2009-06-23,690,C4
2009-06-22,892,C3
2009-06-21,192,C3
2009-06-20,897,C4
2009-06-19,787,C1
2009-06-18,556,C3
2009-06-17,975,C2
2009-06-16,881,C1
2009-06-15,47,C2
2009-06-14,496,C3
2009-06-13,763,C1
2009-06-12,763,C1
2009-06-11,670,C4
2009-06-10,17,C2
2009-06-09,237,C1
2009-06-08,87,C3
2009-06-07,299,C2
2009-06-06,830,C2
2009-06-05,120,C4
2009-06-04,694,C1
2009-06-03,666,C4
2009-06-02,703,C4
2009-06-01,127,C3
2009-05-31,965,C3
2009-05-30,732,C1
2009-05-29,383,C3
2009-05-28,266,C4
2009-05-27,999,C1
2009-05-26,977,C1
2009-05-25,594,C2
2009-05-24,15,C3
2009-05-23,501,C1
2009-05-22,624,C1
2009-05-21,533,C2
2009-05-20,901,C3
2009-05-19,533,C1
2009-05-18,225,C3
2009-05-17,955,C4
2009-05-16,261,C1
2009-05-15,987,C3
2009-05-14,908,C4
2009-05-13,33,C4
2009-05-12,991,C2
2009-05-11,428,C2
2009-05-10,196,C2
2009-05-09,52,C1
2009-05-08,129,C3
2009-05-07,709,C3
2009-05-06,743,C2
2009-05-05,440,C3
2009-05-04,15,C3
2009-05-03,405,C2
2009-05-02,12,C2
2009-05-01,257,C1
2009-04-30,581,C3
2009-04-29,660,C3
2009-04-28,242,C4
2009-04-27,558,C3
2009-04-26,285,C3
2009-04-25,803,C3
2009-04-24,926,C1
2009-04-23,466,C2
2009-04-22,423,C2
2009-04-21,757,C1
2009-04-20,135,C2
2009-04-19,511,C1
2009-04-18,645,C3
2009-04-17,253,C1
2009-04-16,472,C2
2009-04-15,56,C1
2009-04-14,873,C3
2009-04-13,829,C4
2009-04-12,472,C4
2009-04-11,633,C1
2009-04-10,644,C3
2009-04-09,523,C3
2009-04-08,90,C2
2009-04-07,13,C3
2009-04-06,675,C4
2009-04-05,143,C4
2009-04-04,268,C2
2009-04-03,414,C2
2009-04-02,824,C3
2009-04-01,970,C3
2009-03-31,222,C2
2009-03-30,882,C4
2009-03-29,299,C3
2009-03-28,521,C4
2009-03-27,628,C2
